parent_name,parent_smiles,parent_inchi,metabolite_name,metabolite_smiles,metabolite_inchi,enzymes,fingerprint_similarity,reaction_types
2-phthalimidoglutaric acid,O=C(O)CCC(C(=O)O)N1C(=O)C2=C(C=CC=C2)C1=O,FEFFSKLJNYRHQN-UHFFFAOYSA-N,2-(o-carboxybenzamido)glutaric acid,O=C(O)CCC(NC(=O)C1=C(C(=O)O)C=CC=C1)C(=O)O,QIWKCQDJZPRXNS-UHFFFAOYSA-N,,0.68,
4-(o-carboxybenzamido)glutaramic acid,NC(=O)C(CCC(=O)O)NC(=O)C1=C(C(=O)O)C=CC=C1,JOAOKNHCUKCBBE-UHFFFAOYSA-N,2-(o-carboxybenzamido)glutaric acid,O=C(O)CCC(NC(=O)C1=C(C(=O)O)C=CC=C1)C(=O)O,QIWKCQDJZPRXNS-UHFFFAOYSA-N,,0.81,
2-(o-carboxybenzamido)glutaric acid,O=C(O)CCC(NC(=O)C1=C(C(=O)O)C=CC=C1)C(=O)O,QIWKCQDJZPRXNS-UHFFFAOYSA-N,Glutamic acid,NC(CCC(=O)O)C(=O)O,"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1",,0.18,
2-(o-carboxybenzamido)glutaric acid,O=C(O)CCC(NC(=O)C1=C(C(=O)O)C=CC=C1)C(=O)O,QIWKCQDJZPRXNS-UHFFFAOYSA-N,Phthalic Acid,O=C(O)C1=CC=CC=C1C(=O)O,"InChI=1S/C8H6O4/c9-7(10)5-3-1-2-4-6(5)8(11)12/h1-4H,(H,9,10)(H,11,12)",,0.32,
Ibuprofen,CC(C)CC1=CC=C(C(C)C(=O)O)C=C1,"InChI=1S/C13H18O2/c1-9(2)8-11-4-6-12(7-5-11)10(3)13(14)15/h4-7,9-10H,8H2,1-3H3,(H,14,15)",1-hydroxyibuprofen,CC(C(=O)O)C1=CC=C(C(O)C(C)C)C=C1,RMOQYHYFRKTDRI-UHFFFAOYSA-N,,0.78,
3-Hydroxyibuprofen,CC(CO)CC1=CC=C(C(C)C(=O)O)C=C1,HFAIHLSDLUYLQA-UHFFFAOYSA-N,Carboxy-ibuprofen,CC(CC1=CC=C(C(C)C(=O)O)C=C1)C(=O)O,DIVLBIVDYADZPL-UHFFFAOYSA-N,Cytochrome P450 2C9,0.9,
Benzylpenicillin,CC1(C)SC2C(NC(=O)CC3=CC=CC=C3)C(=O)N2C1C(=O)O,"InChI=1S/C16H18N2O4S/c1-16(2)12(15(21)22)18-13(20)11(14(18)23-16)17-10(19)8-9-6-4-3-5-7-9/h3-7,11-12,14H,8H2,1-2H3,(H,17,19)(H,21,22)/t11-,12+,14-/m1/s1",6-aminopenicillanic acid,CC1(C)SC2C(N)C(=O)N2C1C(=O)O,NGHVIOIJCVXTGV-ALEPSDHESA-N,,0.85,
Benzylpenicillin,CC1(C)SC2C(NC(=O)CC3=CC=CC=C3)C(=O)N2C1C(=O)O,"InChI=1S/C16H18N2O4S/c1-16(2)12(15(21)22)18-13(20)11(14(18)23-16)17-10(19)8-9-6-4-3-5-7-9/h3-7,11-12,14H,8H2,1-2H3,(H,17,19)(H,21,22)/t11-,12+,14-/m1/s1",Penicilloic acid,CC1(C)SC(C(NC(=O)CC2=CC=CC=C2)C(=O)O)NC1C(=O)O,HCYWNSXLUZRKJX-UHFFFAOYSA-N,,0.71,
Melatonin,COC1=CC2=C(C=C1)NC=C2CCNC(C)=O,"InChI=1S/C13H16N2O2/c1-9(16)14-6-5-10-8-15-13-4-3-11(17-2)7-12(10)13/h3-4,7-8,15H,5-6H2,1-2H3,(H,14,16)",6-Hydroxymelatonin,COC1=C(O)C=C2NC=C(CCN=C(C)O)C2=C1,OMYMRCXOJJZYKE-UHFFFAOYSA-N,"Cytochrome P450 1A2, Cytochrome P450 1A1, Cytochrome P450 2C19",0.75,
Melatonin,COC1=CC2=C(C=C1)NC=C2CCNC(C)=O,"InChI=1S/C13H16N2O2/c1-9(16)14-6-5-10-8-15-13-4-3-11(17-2)7-12(10)13/h3-4,7-8,15H,5-6H2,1-2H3,(H,14,16)",5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,JTEJPPKMYBDEMY-UHFFFAOYSA-N,,0.91,
Melatonin,COC1=CC2=C(C=C1)NC=C2CCNC(C)=O,"InChI=1S/C13H16N2O2/c1-9(16)14-6-5-10-8-15-13-4-3-11(17-2)7-12(10)13/h3-4,7-8,15H,5-6H2,1-2H3,(H,14,16)",N-Acetyl-5-hydroxytryptamine,CC(=O)NCCC1=CNC2=C1C=C(O)C=C2,MVAWJSIDNICKHF-UHFFFAOYSA-N,"Cytochrome P450 2C19, Cytochrome P450 1A2",0.92,
6-Hydroxymelatonin,COC1=C(O)C=C2NC=C(CCN=C(C)O)C2=C1,OMYMRCXOJJZYKE-UHFFFAOYSA-N,6-Hydroxymelatonin sulfate,COC1=C(OS(=O)(=O)O)C=C2NC=C(CCN=C(C)O)C2=C1,QQEILXDLZRLTME-UHFFFAOYSA-N,,0.81,
N-Acetyl-5-hydroxytryptamine,CC(=O)NCCC1=CNC2=C1C=C(O)C=C2,MVAWJSIDNICKHF-UHFFFAOYSA-N,N-Acetyl-5-hydroxytryptamine sulfate,CC(=O)NCCC1=CNC2=C1C=C(OS(=O)(=O)O)C=C2,UCAJZNVFRVLULS-UHFFFAOYSA-N,,0.83,
N-Acetyl-5-hydroxytryptamine,CC(=O)NCCC1=CNC2=C1C=C(O)C=C2,MVAWJSIDNICKHF-UHFFFAOYSA-N,N-Acetyl-5-hydroxytryptamine glucuronide,CC(=O)NCCC1=CNC2=C1C=C(OC1OC(C(=O)O)C(O)C(O)C1O)C=C2,DRKQFNYKSNWOTC-PDHYLSHYSA-N,UDP-glucuronosyltransferases (UGTs),0.5,
6-Hydroxymelatonin,COC1=C(O)C=C2NC=C(CCN=C(C)O)C2=C1,OMYMRCXOJJZYKE-UHFFFAOYSA-N,6-Hydroxymelatonin glucuronide,COC1=CC2=C(C=C1OC1OC(C(=O)O)C(O)C(O)C1O)NC=C2CCNC(C)=O,BIRHYNBRXCOXLU-OOHXRKOZSA-N,UDP-glucuronosyltransferases (UGTs),0.53,
5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,JTEJPPKMYBDEMY-UHFFFAOYSA-N,Pinoline,COC1=CC2=C(C=C1)NC1=C2CCNC1,QYMDEOQLJUUNOF-UHFFFAOYSA-N,,0.67,
5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,JTEJPPKMYBDEMY-UHFFFAOYSA-N,Bufotenine,CN(C)CCC1=CNC2=C1C=C(O)C=C2,VTTONGPRPXSUTJ-UHFFFAOYSA-N,,0.86,
Bufotenine,CN(C)CCC1=CNC2=C1C=C(O)C=C2,VTTONGPRPXSUTJ-UHFFFAOYSA-N,"N,N-Dimethyltryptamine",CN(C)CCC1=CNC2=CC=CC=C12,DMULVCHRPCFFGV-UHFFFAOYSA-N,,0.81,
Glipizide,CC1=NC=C(C(=O)NCCC2=CC=C(S(=O)(=O)NC(=O)NC3CCCCC3)C=C2)N=C1,"InChI=1S/C21H27N5O4S/c1-15-13-24-19(14-23-15)20(27)22-12-11-16-7-9-18(10-8-16)31(29,30)26-21(28)25-17-5-3-2-4-6-17/h7-10,13-14,17H,2-6,11-12H2,1H3,(H,22,27)(H2,25,26,28)",3-cis-Hydroxyglipizide,CC1=CN=C(C(=O)NCCC2=CC=C(S(=O)(=O)NC(=O)NC3CCCC(O)C3)C=C2)C=N1,GZLIUWBDTXQVBY-ZYMOGRSISA-N,,0.94,
Glipizide,CC1=NC=C(C(=O)NCCC2=CC=C(S(=O)(=O)NC(=O)NC3CCCCC3)C=C2)N=C1,"InChI=1S/C21H27N5O4S/c1-15-13-24-19(14-23-15)20(27)22-12-11-16-7-9-18(10-8-16)31(29,30)26-21(28)25-17-5-3-2-4-6-17/h7-10,13-14,17H,2-6,11-12H2,1H3,(H,22,27)(H2,25,26,28)",4-trans-Hydroxyglipizide,CC1=CN=C(C(=O)NCCC2=CC=C(S(=O)(=O)NC(=O)NC3CCC(O)CC3)C=C2)C=N1,WPQWQJBFAJEUHS-FITNRVMRSA-N,Cytochrome P450 2C9,0.97,
Atorvastatin,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(C2=CC=CC=C2)=C(C2=CC=C(F)C=C2)N1CCC(O)CC(O)CC(=O)O,"InChI=1S/C33H35FN2O5/c1-21(2)31-30(33(41)35-25-11-7-4-8-12-25)29(22-9-5-3-6-10-22)32(23-13-15-24(34)16-14-23)36(31)18-17-26(37)19-27(38)20-28(39)40/h3-16,21,26-27,37-38H,17-20H2,1-2H3,(H,35,41)(H,39,40)/t26-,27-/m1/s1",ortho-hydroxyatorvastatin,CC(C)C1=C(C(O)=NC2=CC=CC=C2O)C(C2=CC=CC=C2)=C(C2=CC=C(F)C=C2)N1CCC(O)CC(O)CC(=O)O,CZBPKFICAYVHHM-UHFFFAOYSA-N,"Cytochrome P450 3A4, Cytochrome P450 3A5",0.78,
Emedastine,CCOCCN1C(N2CCCN(C)CC2)=NC2=CC=CC=C21,"InChI=1S/C17H26N4O/c1-3-22-14-13-21-16-8-5-4-7-15(16)18-17(21)20-10-6-9-19(2)11-12-20/h4-5,7-8H,3,6,9-14H2,1-2H3",5-hydroxyemedastine,CCOCCN1C(N2CCCN(C)CC2)=NC2=C1C=CC(O)=C2,JNLXTCQXMDMAOC-UHFFFAOYSA-N,,0.92,
Emedastine,CCOCCN1C(N2CCCN(C)CC2)=NC2=CC=CC=C21,"InChI=1S/C17H26N4O/c1-3-22-14-13-21-16-8-5-4-7-15(16)18-17(21)20-10-6-9-19(2)11-12-20/h4-5,7-8H,3,6,9-14H2,1-2H3",6-hydroxyemedastine,CCOCCN1C(N2CCCN(C)CC2)=NC2=C1C=C(O)C=C2,YDYQGSLFCJVMNN-UHFFFAOYSA-N,,0.9,
Benzocaine,CCOC(=O)C1=CC=C(N)C=C1,"InChI=1S/C9H11NO2/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6H,2,10H2,1H3",Aminobenzoic acid,NC1=CC=C(C(=O)O)C=C1,"InChI=1S/C7H7NO2/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,8H2,(H,9,10)",,0.74,
Hesperetin,COC1=C(O)C=C(C2CC(=O)C3=C(O)C=C(O)C=C3O2)C=C1,"InChI=1S/C16H14O6/c1-21-13-3-2-8(4-10(13)18)14-7-12(20)16-11(19)5-9(17)6-15(16)22-14/h2-6,14,17-19H,7H2,1H3/t14-/m0/s1",eriodictyol,O=C1CC(C2=CC(O)=C(O)C=C2)OC2=C1C(O)=CC(O)=C2,SBHXYTNGIZCORC-ZDUSSCGKSA-N,Cytochrome P450 1A2,0.98,
Leflunomide,CC1=C(C(=O)NC2=CC=C(C(F)(F)F)C=C2)C=NO1,"InChI=1S/C12H9F3N2O2/c1-7-10(6-16-19-7)11(18)17-9-4-2-8(3-5-9)12(13,14)15/h2-6H,1H3,(H,17,18)",A771726,CC(O)=C(C#N)C(=O)NC1=CC=C(C(F)(F)F)C=C1,UTNUDOFZCWSZMS-JXMROGBWSA-N,Cytochrome P450 1A2,0.31,
Rosuvastatin,CC(C)C1=NC(N(C)S(C)(=O)=O)=NC(C2=CC=C(F)C=C2)=C1C=CC(O)CC(O)CC(=O)O,"InChI=1S/C22H28FN3O6S/c1-13(2)20-18(10-9-16(27)11-17(28)12-19(29)30)21(14-5-7-15(23)8-6-14)25-22(24-20)26(3)33(4,31)32/h5-10,13,16-17,27-28H,11-12H2,1-4H3,(H,29,30)/b10-9+/t16-,17-/m1/s1",N-Desmethylrosuvastatin,CC(C)C1=C(C=CC(O)CC(O)CC(=O)O)C(C2=CC=C(F)C=C2)=NC(NS(C)(=O)=O)=N1,,"Cytochrome P450 2C9, Cytochrome P450 2C19",0.93,
Rosuvastatin,CC(C)C1=NC(N(C)S(C)(=O)=O)=NC(C2=CC=C(F)C=C2)=C1C=CC(O)CC(O)CC(=O)O,"InChI=1S/C22H28FN3O6S/c1-13(2)20-18(10-9-16(27)11-17(28)12-19(29)30)21(14-5-7-15(23)8-6-14)25-22(24-20)26(3)33(4,31)32/h5-10,13,16-17,27-28H,11-12H2,1-4H3,(H,29,30)/b10-9+/t16-,17-/m1/s1",Rosuvastatin 5 S-lactone,CC(C)C1=C(C=CC2CC(O)CC(=O)O2)C(C2=CC=C(F)C=C2)=NC(N(C)S(C)(=O)=O)=N1,,Cytochrome P450 2C9,0.94,
Sertraline,CNC1CCC(C2=CC(Cl)=C(Cl)C=C2)C2=CC=CC=C21,"InChI=1S/C17H17Cl2N/c1-20-17-9-7-12(13-4-2-3-5-14(13)17)11-6-8-15(18)16(19)10-11/h2-6,8,10,12,17,20H,7,9H2,1H3/t12-,17-/m0/s1",norsertraline,NC1CCC(C2=CC(Cl)=C(Cl)C=C2)C2=CC=CC=C21,SRPXSILJHWNFMK-UHFFFAOYSA-N,"Cytochrome P450 3A4, Cytochrome P450 2D6, Cytochrome P450 2C9, Cytochrome P450 2C19, Cytochrome P450 2B6",0.91,
Nifedipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1C1=CC=CC=C1[N+](=O)[O-],"InChI=1S/C17H18N2O6/c1-9-13(16(20)24-3)15(14(10(2)18-9)17(21)25-4)11-7-5-6-8-12(11)19(22)23/h5-8,15,18H,1-4H3",dehydronifedipine,COC(=O)C1=C(C2=CC=CC=C2[N+](=O)[O-])C(C(=O)OC)=C(C)N=C1C,UMQHJQGNGLQJPF-UHFFFAOYSA-N,Cytochrome P450 3A4,0.35,
Amiodarone,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=C(C=CC=C2)O1,"InChI=1S/C25H29I2NO3/c1-4-7-11-22-23(18-10-8-9-12-21(18)31-22)24(29)17-15-19(26)25(20(27)16-17)30-14-13-28(5-2)6-3/h8-10,12,15-16H,4-7,11,13-14H2,1-3H3",Desethylamiodarone,CCCCC1=C(C(=O)C2=CC(I)=C(OCCNCC)C(I)=C2)C2=CC=CC=C2O1,VXOKDLACQICQFA-UHFFFAOYSA-N,"Cytochrome P450 2C9, Cytochrome P450 1A2, Cytochrome P450 2D6, Cytochrome P450 2C8, Cytochrome P450 3A4",0.99,
Gliclazide,CC1=CC=C(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)C=C1,"InChI=1S/C15H21N3O3S/c1-11-5-7-14(8-6-11)22(20,21)17-15(19)16-18-9-12-3-2-4-13(12)10-18/h5-8,12-13H,2-4,9-10H2,1H3,(H2,16,17,19)/t12-,13+",7-β-Hydroxygliclazide,CC1=CC=C(S(=O)(=O)NC(O)=NN2CC3CC(O)CC3C2)C=C1,JMHDCYDSYHLATB-ITGUQSILSA-N,"Cytochrome P450 2C9, Cytochrome P450 2C19, Cytochrome P450 2C18, Cytochrome P450 2C8",0.51,
Gliclazide,CC1=CC=C(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)C=C1,"InChI=1S/C15H21N3O3S/c1-11-5-7-14(8-6-11)22(20,21)17-15(19)16-18-9-12-3-2-4-13(12)10-18/h5-8,12-13H,2-4,9-10H2,1H3,(H2,16,17,19)/t12-,13+",6-β-Hydroxygliclazide,CC1=CC=C(S(=O)(=O)NC(O)=NN2CC3CCC(O)C3C2)C=C1,VUUZEWXIRFGRFE-IACUBPJLSA-N,"Cytochrome P450 2C9, Cytochrome P450 2C19, Cytochrome P450 2C18, Cytochrome P450 2C8",0.48,
Gliclazide,CC1=CC=C(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)C=C1,"InChI=1S/C15H21N3O3S/c1-11-5-7-14(8-6-11)22(20,21)17-15(19)16-18-9-12-3-2-4-13(12)10-18/h5-8,12-13H,2-4,9-10H2,1H3,(H2,16,17,19)/t12-,13+",Methylhydroxygliclazide,O=S(=O)(NC(O)=NN1CC2CCCC2C1)C1=CC=C(CO)C=C1,IHCHVBQHVIUSTM-BETUJISGSA-N,"Cytochrome P450 2C9, Cytochrome P450 2C19, Cytochrome P450 2C18",0.54,
Gliclazide,CC1=CC=C(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)C=C1,"InChI=1S/C15H21N3O3S/c1-11-5-7-14(8-6-11)22(20,21)17-15(19)16-18-9-12-3-2-4-13(12)10-18/h5-8,12-13H,2-4,9-10H2,1H3,(H2,16,17,19)/t12-,13+",7-α-Hydroxygliclazide,CC1=CC=C(S(=O)(=O)NC(=O)NN2CC3CC(O)CC3C2)C=C1,JMHDCYDSYHLATB-CLLJXQQHSA-N,"Cytochrome P450 2C9, Cytochrome P450 2C19, Cytochrome P450 2C18, Cytochrome P450 2C8",0.9,
Gliclazide,CC1=CC=C(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)C=C1,"InChI=1S/C15H21N3O3S/c1-11-5-7-14(8-6-11)22(20,21)17-15(19)16-18-9-12-3-2-4-13(12)10-18/h5-8,12-13H,2-4,9-10H2,1H3,(H2,16,17,19)/t12-,13+",6-α-Hydroxygliclazide,CC1=CC=C(S(=O)(=O)NC(=O)NN2CC3CCC(O)C3C2)C=C1,VUUZEWXIRFGRFE-YUTCNCBUSA-N,"Cytochrome P450 2C9, Cytochrome P450 2C19, Cytochrome P450 2C18, Cytochrome P450 2C8",0.82,
Methylhydroxygliclazide,O=S(=O)(NC(O)=NN1CC2CCCC2C1)C1=CC=C(CO)C=C1,IHCHVBQHVIUSTM-BETUJISGSA-N,Carboxygliclazide,O=C(NN1CC2CCCC2C1)NS(=O)(=O)C1=CC=C(C(=O)O)C=C1,DSNDPTBTZSQWJS-TXEJJXNPSA-N,,0.56,
Tolbutamide,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,"InChI=1S/C12H18N2O3S/c1-3-4-9-13-12(15)14-18(16,17)11-7-5-10(2)6-8-11/h5-8H,3-4,9H2,1-2H3,(H2,13,14,15)",4-Hydroxy tolbutamide,CCCCNC(=O)NS(=O)(=O)C1=CC=C(CO)C=C1,SJRHYONYKZIRPM-UHFFFAOYSA-N,"Cytochrome P450 2C19, Cytochrome P450 2C9",0.93,
Rabeprazole,COCCCOC1=C(C)C(CS(=O)C2=NC3=CC=CC=C3N2)=NC=C1,"InChI=1S/C18H21N3O3S/c1-13-16(19-9-8-17(13)24-11-5-10-23-2)12-25(22)18-20-14-6-3-4-7-15(14)21-18/h3-4,6-9H,5,10-12H2,1-2H3,(H,20,21)",Active Metabolite of Rabeprazole,COCCCOC1=C(C)C=[N+]2C3=NC4=C(C=CC=C4)N3SCC2=C1,HGSXCFCOXJLVEZ-UHFFFAOYSA-N,,0.45,
Proguanil,CC(C)NC(=N)NC(=N)NC1=CC=C(Cl)C=C1,"InChI=1S/C11H16ClN5/c1-7(2)15-10(13)17-11(14)16-9-5-3-8(12)4-6-9/h3-7H,1-2H3,(H5,13,14,15,16,17)",cycloguanil,CC1(C)N=C(N)N=C(N)N1C1=CC=C(Cl)C=C1,QMNFFXRFOJIOKZ-UHFFFAOYSA-N,Cytochrome P450 2C19,0.31,
Pioglitazone,CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,"InChI=1S/C19H20N2O3S/c1-2-13-3-6-15(20-12-13)9-10-24-16-7-4-14(5-8-16)11-17-18(22)21-19(23)25-17/h3-8,12,17H,2,9-11H2,1H3,(H,21,22,23)",Pioglitazone metabolite M-I,O=C1NC(=O)C(CC2=CC=C(O)C=C2)S1,NKOHRVBBQISBSB-UHFFFAOYSA-N,,0.67,
Pioglitazone,CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,"InChI=1S/C19H20N2O3S/c1-2-13-3-6-15(20-12-13)9-10-24-16-7-4-14(5-8-16)11-17-18(22)21-19(23)25-17/h3-8,12,17H,2,9-11H2,1H3,(H,21,22,23)",Pioglitazone metabolite M-II,CCC1=CN=C(C(O)COC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,RMTFRGFLVHAYCI-UHFFFAOYSA-N,"Cytochrome P450 2C8, Cytochrome P450 3A4",0.89,
Pioglitazone,CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,"InChI=1S/C19H20N2O3S/c1-2-13-3-6-15(20-12-13)9-10-24-16-7-4-14(5-8-16)11-17-18(22)21-19(23)25-17/h3-8,12,17H,2,9-11H2,1H3,(H,21,22,23)",Pioglitazone metabolite M-VI,O=C1NC(=O)C(CC2=CC=C(OCCC3=NC=C(C(=O)O)C=C3)C=C2)S1,SLOBZACXYXBLIT-UHFFFAOYSA-N,"Cytochrome P450 2C8, Cytochrome P450 3A4",0.87,
Pioglitazone,CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,"InChI=1S/C19H20N2O3S/c1-2-13-3-6-15(20-12-13)9-10-24-16-7-4-14(5-8-16)11-17-18(22)21-19(23)25-17/h3-8,12,17H,2,9-11H2,1H3,(H,21,22,23)",Pioglitazone metabolite M-V,O=C(O)CC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,OIQJTMMAMWFMQR-UHFFFAOYSA-N,"Cytochrome P450 2C8, Cytochrome P450 3A4",0.94,
Pioglitazone,CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,"InChI=1S/C19H20N2O3S/c1-2-13-3-6-15(20-12-13)9-10-24-16-7-4-14(5-8-16)11-17-18(22)21-19(23)25-17/h3-8,12,17H,2,9-11H2,1H3,(H,21,22,23)",Pioglitazone metabolite M-IV,CC(O)C1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,OXVFDZYQLGRLCD-UHFFFAOYSA-N,"Cytochrome P450 2C8, Cytochrome P450 3A4",0.93,
Pioglitazone metabolite M-II,CCC1=CN=C(C(O)COC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,RMTFRGFLVHAYCI-UHFFFAOYSA-N,Mitoglitazone,CCC1=CN=C(C(=O)COC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,IRNJSRAGRIZIHD-UHFFFAOYSA-N,,0.8,
Pioglitazone metabolite M-II,CCC1=CN=C(C(O)COC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,RMTFRGFLVHAYCI-UHFFFAOYSA-N,Pioglitazone metabolite M-XI,CC(O)C1=CN=C(C(O)COC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,YYDPBNAZWVLEQF-UHFFFAOYSA-N,"Cytochrome P450 2C8, Cytochrome P450 3A4",0.97,
Pioglitazone metabolite M-V,O=C(O)CC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,OIQJTMMAMWFMQR-UHFFFAOYSA-N,Pioglitazone metabolite M-VI,O=C1NC(=O)C(CC2=CC=C(OCCC3=NC=C(C(=O)O)C=C3)C=C2)S1,SLOBZACXYXBLIT-UHFFFAOYSA-N,,0.83,
Pioglitazone metabolite M-IV,CC(O)C1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,OXVFDZYQLGRLCD-UHFFFAOYSA-N,Pioglitazone metabolite M-III,CC(=O)C1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,JMLKLMFMQRAJNI-UHFFFAOYSA-N,,0.87,
Pioglitazone metabolite M-IV,CC(O)C1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,OXVFDZYQLGRLCD-UHFFFAOYSA-N,Pioglitazone metabolite M-XI,CC(O)C1=CN=C(C(O)COC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,YYDPBNAZWVLEQF-UHFFFAOYSA-N,"Cytochrome P450 2C8, Cytochrome P450 3A4",0.92,
Carvedilol,COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2,"InChI=1S/C24H26N2O4/c1-28-21-10-4-5-11-22(21)29-14-13-25-15-17(27)16-30-23-12-6-9-20-24(23)18-7-2-3-8-19(18)26-20/h2-12,17,25-27H,13-16H2,1H3",8-Hydroxycarbazolylcarvedilol,COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=C(N2)C(O)=CC=C1,GPPVNZVFGNMPNR-UHFFFAOYSA-N,"Cytochrome P450 1A2, Cytochrome P450 3A4, Cytochrome P450 1A1",0.91,
Carvedilol,COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2,"InChI=1S/C24H26N2O4/c1-28-21-10-4-5-11-22(21)29-14-13-25-15-17(27)16-30-23-12-6-9-20-24(23)18-7-2-3-8-19(18)26-20/h2-12,17,25-27H,13-16H2,1H3",4'-Hydroxyphenylcarvedilol,COC1=C(OCCNCC(O)COC2=CC=CC3=C2C2=CC=CC=C2N3)C=CC(O)=C1,ZCJHEORDHXCJNB-UHFFFAOYSA-N,"Cytochrome P450 2D6, Cytochrome P450 2E1, Cytochrome P450 2C9, Cytochrome P450 3A4",0.94,
Carvedilol,COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2,"InChI=1S/C24H26N2O4/c1-28-21-10-4-5-11-22(21)29-14-13-25-15-17(27)16-30-23-12-6-9-20-24(23)18-7-2-3-8-19(18)26-20/h2-12,17,25-27H,13-16H2,1H3",5'-Hydroxyphenylcarvedilol,COC1=C(OCCNCC(O)COC2=CC=CC3=C2C2=CC=CC=C2N3)C=C(O)C=C1,PVUVZUBTCLBJMT-UHFFFAOYSA-N,"Cytochrome P450 2D6, Cytochrome P450 2C9, Cytochrome P450 3A4",0.93,
Carvedilol,COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2,"InChI=1S/C24H26N2O4/c1-28-21-10-4-5-11-22(21)29-14-13-25-15-17(27)16-30-23-12-6-9-20-24(23)18-7-2-3-8-19(18)26-20/h2-12,17,25-27H,13-16H2,1H3",1-Hydroxyphenylcarvedilol,COC1=CC=CC=C1OCCNCC(O)COC1=CC=C(O)C2=C1C1=CC=CC=C1N2,UQJJKVKQRTUYJW-UHFFFAOYSA-N,"Prostaglandin G/H synthase 1, Cytochrome P450 2D6, Cytochrome P450 1A2, Cytochrome P450 1A1",0.89,
Sulfinpyrazone,O=C1C(CCS(=O)C2=CC=CC=C2)C(=O)N(C2=CC=CC=C2)N1C1=CC=CC=C1,"InChI=1S/C23H20N2O3S/c26-22-21(16-17-29(28)20-14-8-3-9-15-20)23(27)25(19-12-6-2-7-13-19)24(22)18-10-4-1-5-11-18/h1-15,21H,16-17H2",Sulfinpyrazone sulfide,O=C1C(CCSC2=CC=CC=C2)C(=O)N(C2=CC=CC=C2)N1C1=CC=CC=C1,PLGXGMUJUXKCDD-UHFFFAOYSA-N,"Cytochrome P450 2C9, Cytochrome P450 3A4",0.93,
Cefapirin,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSC3=CC=NC=C3)C2SC1,"InChI=1S/C17H17N3O6S2/c1-9(21)26-6-10-7-28-16-13(15(23)20(16)14(10)17(24)25)19-12(22)8-27-11-2-4-18-5-3-11/h2-5,13,16H,6-8H2,1H3,(H,19,22)(H,24,25)/t13-,16-/m1/s1",Desacetylcephapirin,O=C(CSC1=CC=NC=C1)NC1C(=O)N2C(C(=O)O)=C(CO)CSC12,IOFHZPVEQXTSQW-UHFFFAOYSA-N,,0.95,
