parent_name,parent_smiles,parent_inchi,metabolite_name,metabolite_smiles,metabolite_inchi,enzymes,fingerprint_similarity,reaction_type,generation
RPR-106541,CCCC1OC2CC3C4CC(F)C5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(SC)O1,,,CCCC1OC2CC3C4CC(F)C5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(S(C)=O)O1,,CYP3A4;CYP3A5,0.91,S-Oxidation,0
"Desmethylsibutramine, (S)-",CNC(CC(C)C)C1(C2=CC=C(Cl)C=C2)CCC1,,1-[1-(4-chlorophenyl)cyclobutyl]-3-methylbutylamine,CC(C)CC(N)C1(C2=CC=C(Cl)C=C2)CCC1,,CYP2B6,0.86,N-demethylation,0
"4'-Methoxy-alpha-pyrrolidinopropiophenone, (S)-",COC1=CC=C(C(=O)C(C)N2CCCC2)C=C1,,,CC(C(=O)C1=CC=C(O)C=C1)N1CCCC1,,CYP2C19;CYP2D6,0.93,O-demethylation,0
unii-s5969b6237 component anucdxcticzjrh-zmzpimszsa-n,CC1COC2(C3=CC=CC=C3Cl)C3=CC(Cl)=CC=C3N=C(O)CN12,,,CC1(O)COC2(C3=CC=CC=C3Cl)C3=CC(Cl)=CC=C3N=C(O)CN12,,CYP3A4,0.92,Aliphatic Hydroxylation,0
(S)-Sibutramine,CC(C)CC(N(C)C)C1(C2=CC=C(Cl)C=C2)CCC1,,,CNC(CC(C)C)C1(C2=CC=C(Cl)C=C2)CCC1,,CYP2B6;CYP2C19;CYP3A4,0.92,N-demethylation,0
CP-195543,O=C(O)C1=CC=C(C(F)(F)F)C=C1C1=CC=C2C(=C1)OCC(CC1=CC=CC=C1)C2O,,M1 and M2,O=C(O)C1=CC=C(C(F)(F)F)C=C1C1=CC=C2C(=C1)OCC(C(O)C1=CC=CC=C1)C2O,,CYP3A4 ,0.99,Aliphatic Hydroxylation,0
CP-195543,O=C(O)C1=CC=C(C(F)(F)F)C=C1C1=CC=C2C(=C1)OCC(CC1=CC=CC=C1)C2O,,M3,O=C(O)C1=CC=C(C(F)(F)F)C=C1C1=CC=C2C(=C1)OCC(CC1=CC=CC=C1O)C2O,,CYP3A4 ,0.99,Aromatic Hydroxylation,0
(R)-Bunitrolol,CC(C)(C)NCC(O)COC1=CC=CC=C1C#N,,,CC(C)(C)NCC(O)COC1=CC=C(O)C=C1C#N,,CYP2D6,0.89,Aromatic Hydroxylation,0
v11294,CCNC1=C2N=C(C(C)C)N=C2N(CC2=CC=C(OC)C(OC3CCCC3)=C2)C=N1,,,CCNC1=C2N=C(C(C)C)N=C2N(CC2=CC=C(OC)C(OC3CCC(O)C3)=C2)C=N1,,CYP2C9;CYP3A4;,0.98,Aliphatic Hydroxylation,0
v11294,CCNC1=C2N=C(C(C)C)N=C2N(CC2=CC=C(OC)C(OC3CCCC3)=C2)C=N1,,,CCNC1=C2N=C(C(C)(C)O)N=C2N(CC2=CC=C(OC)C(OC3CCCC3)=C2)C=N1,,CYP2C9;CYP3A4;,0.95,Aliphatic Hydroxylation,0
v11294,CCNC1=C2N=C(C(C)C)N=C2N(CC2=CC=C(OC)C(OC3CCCC3)=C2)C=N1,,,COC1=CC=C(CN2C=NC(N)=C3N=C(C(C)C)N=C32)C=C1OC1CCCC1,,CYP2C9;CYP2C19;CYP2D6;CYP3A4;,0.93,N-desethylation,0
vanoxerine,FC1=CC=C(C(OCCN2CCN(CCCC3=CC=CC=C3)CC2)C2=CC=C(F)C=C2)C=C1,,,OC1=CC=C(CCCN2CCN(CCOC(C3=CC=C(F)C=C3)C3=CC=C(F)C=C3)CC2)C=C1,,CYP2D6,0.92,Aromatic Hydroxylation,0
vanoxerine,FC1=CC=C(C(OCCN2CCN(CCCC3=CC=CC=C3)CC2)C2=CC=C(F)C=C2)C=C1,,,OC(CCN1CCN(CCOC(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)CC1)C1=CC=CC=C1,,CYP2D6,0.9,Aromatic Hydroxylation,0
vicriviroc,COCC(C1=CC=C(C(F)(F)F)C=C1)N1CCN(C2(C)CCN(C(=O)C3=C(C)N=CN=C3C)CC2)CC1C,,N-Desalkylvicriviroc ,CC1=NC=NC(C)=C1C(=O)N1CCC(C)(N2CCNC(C)C2)CC1,,CYP3A4; CYP3A5,0.69,N-dealkylation of alicyclic tertiary amine,0
vicriviroc,COCC(C1=CC=C(C(F)(F)F)C=C1)N1CCN(C2(C)CCN(C(=O)C3=C(C)N=CN=C3C)CC2)CC1C,,O-Desmethylvicriviroc ,CC1=NC=NC(C)=C1C(=O)N1CCC(C)(N2CCN(C(CO)C3=CC=C(C(F)(F)F)C=C3)C(C)C2)CC1,,CYP2C9; CYP3A4; CYP3A5,0.97,O-dealkylation of dialkylether,0
vicriviroc,COCC(C1=CC=C(C(F)(F)F)C=C1)N1CCN(C2(C)CCN(C(=O)C3=C(C)N=CN=C3C)CC2)CC1C,,Vicriviroc N-oxide ,COCC(C1=CC=C(C(F)(F)F)C=C1)N1CCN(C2(C)CCN(C(=O)C3=C(C)N=C[N+]([O-])=C3C)CC2)CC1C,,CYP3A4; CYP3A5,0.88,N-oxidation of pyrimidine,0
vitamin_d2,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C,,,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)(O)C(C)C,,CYP3A4,0.9,Aliphatic Hydroxylation,0
voriconazole,CC(C1=NC=NC=C1F)C(O)(CN1C=NC=N1)C1=CC=C(F)C=C1F,,Hydroxymethyl Voriconazole,OCC(C1=NC=NC=C1F)C(O)(CN1C=NC=N1)C1=CC=C(F)C=C1F,,CYP3A4,0.96,Hydroxylation of terminal methyl,0
voriconazole,CC(C1=NC=NC=C1F)C(O)(CN1C=NC=N1)C1=CC=C(F)C=C1F,,Voriconazole N-Oxide,CC(C1=NC=[N+]([O-])C=C1F)C(O)(CN1C=NC=N1)C1=CC=C(F)C=C1F,,CYP2C9 (major); CYP2C19 (major); CYP3A4 (minor),0.96,N-oxidation of pyrimidine,0
warfarin-r,CC(=O)CC(C1=CC=CC=C1)C1=C(O)OC2=CC=CC=C2C1=O,,10-Hydroxywarfarin,CC(=O)C(O)C(C1=CC=CC=C1)C1=C(O)OC2=CC=CC=C2C1=O,,CYP3A4,0.9,Alpha hydroxylation of carbonyl group,0
warfarin-r,CC(=O)CC(C1=CC=CC=C1)C1=C(O)OC2=CC=CC=C2C1=O,,6-Hydroxywarfarin,CC(=O)CC(C1=CC=CC=C1)C1=C(O)OC2=CC=C(O)C=C2C1=O,,CYP1A2; CYP1A1; CYP2C19,0.95,Aromatic hydroxylation of fused benzene ring,0
warfarin-r,CC(=O)CC(C1=CC=CC=C1)C1=C(O)OC2=CC=CC=C2C1=O,,8-Hydroxywarfarin,CC(=O)CC(C1=CC=CC=C1)C1=C(O)OC2=C(O)C=CC=C2C1=O,,CYP1A2; CYP1A1; CYP2C19,0.9,HYDROXYLATION_OF_AROMATIC_CARBON,0
warfarin-r,CC(=O)CC(C1=CC=CC=C1)C1=C(O)OC2=CC=CC=C2C1=O,,#NAME?,CC(=O)CC(C1=CC=CC=C1)C1=C(O)OC2=CC(O)=CC=C2C1=O,,CYP1A2; CYP1A1; CYP2C8,0.96,Aromatic hydroxylation of fused benzene ring,0
warfarin-r,CC(=O)CC(C1=CC=CC=C1)C1=C(O)OC2=CC=CC=C2C1=O,,4'- Hydroxywarfarin,CC(=O)CC(C1=CC=C(O)C=C1)C1=C(O)OC2=CC=CC=C2C1=O,,CYP2C9; CYP2C18,0.98,p-Hydroxylation of monosubstituted benzene,0
7-Ethoxy-4-trifluoromethylcoumarin,CCOC1=CC=C2C(C(F)(F)F)=CC(=O)OC2=C1,,7-Hydroxy-4-trifluoromethylcourmarin,O=C1C=C(C(F)(F)F)C2=CC=C(O)C=C2O1,,CYP1A2; CYP2B6; CYP2E1; CYP2C9; CYP2C19,0.91,O-aryl dealkylation not adjacent to substituted carbon,0
7-methoxy-4-trifluoromethylcoumarin,COC1=CC=C2C(C(F)(F)F)=CC(=O)OC2=C1,,7-Hydroxy-4-(trifluoromethyl)chromen-2-one,O=C1C=C(C(F)(F)F)C2=CC=C(O)C=C2O1,,CYP1A2;CYP2A6;CYP2B6;CYP2C9;CYP2C19;CYP2D6;CYP2E1,0.93,O-Demethylation ,0
7-Benzyloxyresorufin,O=C1C=CC2=NC3=CC=C(OCC4=CC=CC=C4)C=C3OC2=C1,,Resorufin,O=C1C=CC2=NC3=CC=C(O)C=C3OC2=C1,,CYP1A1; CYP1A2; CYP1B1,0.88,O-aryl dealkylation not adjacent to substituted carbon,0
"Dibenz[a,j]acridine",C1=CC=C2C(=C1)C=CC1=NC3=CC=C4C=CC=CC4=C3C=C12,,,ON1C2=CC=C3C=CC=CC3=C2C=C2C3=CC=CC=C3C=CC21,,CYP1A2;CYP3A4,0.11,N-Oxidation,0
"Dibenz[a,j]acridine",C1=CC=C2C(=C1)C=CC1=NC3=CC=C4C=CC=CC4=C3C=C12,,,O=C1C2=C(C=CC3=CC=CC=C23)N=C2C=CC3=CC=CC=C3C12,,CYP1A2;CYP3A4,0.09,Aromatic Oxidation ,0
"Dibenz[a,j]acridine",C1=CC=C2C(=C1)C=CC1=NC3=CC=C4C=CC=CC4=C3C=C12,,"3,4-DHD",OC1=CC=C2C(=C1O)C=CC1=NC3=CC=C4C=CC=CC4=C3C=C12,,CYP1A2;CYP3A4,0.68,Aromatic Hydroxylation,0
"Dibenz[a,j]acridine",C1=CC=C2C(=C1)C=CC1=NC3=CC=C4C=CC=CC4=C3C=C12,,"1,2-DHD",OC1=CC=C2C=CC3=NC4=CC=C5C=CC=CC5=C4C=C3C2=C1O,,CYP1A2;CYP3A4,0.62,Aromatic Hydroxylation,0
"Dibenz[a,j]acridine",C1=CC=C2C(=C1)C=CC1=NC3=CC=C4C=CC=CC4=C3C=C12,,"5,6-DHD",OC1=C(O)C2=NC3=CC=C4C=CC=CC4=C3C=C2C2=CC=CC=C12,,CYP1A2;CYP3A4,0.5,Aromatic Hydroxylation,0
"Methyl N,N-diethyldithiocarbamate",CCN(CC)C(=S)SC,,MeDDC sulfine ,CCN(CC)C(SC)=S=O,,CYP1A2; CYP2A6; CYP2B6; CYP2E1; CYP3A4; CYP3A5,0.7,S-oxidation of dithiocarbamate,0
"7,12 Dimethylbenzanthracene",CC1=C2C=CC=CC2=C(C)C2=C1C=CC1=CC=CC=C12,,,CC1=C2C=CC=CC2=C(C)C2=C1C(O)=C(O)C1=CC=CC=C12,,CYP1A2;CYP2B6;CYP2C8;CYP2C9;CYP2E1;CYP3A4,0.47,Aromatic Hydroxylation,0
"7,12 Dimethylbenzanthracene",CC1=C2C=CC=CC2=C(C)C2=C1C=CC1=CC=CC=C12,,,CC1=C2C=CC3=CC=CC=C3C2=C(C)C2=CC=C(O)C(O)=C12,,CYP1A2;CYP2B6;CYP2C8;CYP2C9;CYP2E1;CYP3A4,0.47,Aromatic Hydroxylation,0
"7,12 Dimethylbenzanthracene",CC1=C2C=CC=CC2=C(C)C2=C1C=CC1=CC=CC=C12,,,CC1=C2C=CC=CC2=C(C)C2=C1C=CC1=C(O)C(O)=CC=C12,,CYP1A2;CYP2B6;CYP2C8;CYP2C9;CYP2E1;CYP3A4,0.59,Aromatic Hydroxylation,0
"7,12 Dimethylbenzanthracene",CC1=C2C=CC=CC2=C(C)C2=C1C=CC1=CC=CC=C12,,,CC1=C2C=CC=CC2=C(C)C2=C1C=CC1=CC=C(O)C=C12,,CYP1A2;CYP2B6;CYP2C8;CYP2C9;CYP2E1;CYP3A4,0.73,Aromatic Hydroxylation,0
"7,12 Dimethylbenzanthracene",CC1=C2C=CC=CC2=C(C)C2=C1C=CC1=CC=CC=C12,,,CC1=C2C=CC=CC2=C(CO)C2=CC=C3C=CC=CC3=C12,,CYP1A2;CYP2B6;CYP2C8;CYP2C9;CYP2E1;CYP3A4,0.74,Aliphatic Hydroxylation,0
"7,12 Dimethylbenzanthracene",CC1=C2C=CC=CC2=C(C)C2=C1C=CC1=CC=CC=C12,,,CC1=C2C=CC=CC2=C(CO)C2=C1C=CC1=CC=CC=C12,,CYP1A2;CYP2B6;CYP2C8;CYP2C9;CYP2E1;CYP3A4,0.74,Aliphatic Hydroxylation,0
DMXAA,CC1=CC=C2C(=O)C3=CC=CC(CC(=O)O)=C3OC2=C1C,,6-Hydroxy-MXAA,CC1=C(CO)C=CC2=C1OC1=C(CC(=O)O)C=CC=C1C2=O,,CYP1A2,0.92,Aliphatic hydroxylation of methyl carbon adjacent to aromatic ring,0
4-(Aminomethyl)-7-methoxycoumarin,COC1=CC=C2C(CN)=CC(=O)OC2=C1,,7-hydroxy-4-(aminomethyl)-coumarin (HAMC),NCC1=CC(=O)OC2=CC(O)=CC=C12,,CYP1A2;CYP2C19;CYP2D6,0.93,N-Dealkylation,0
NNK,CN(CCCC(=O)C1=CC=CN=C1)N=O,,,O=NN(CO)CCCC(=O)C1=CC=CN=C1,,CYP1A1; CYP1A2; CYP1B1; CYP2A6; CYP2B6; CYP2D6; CYP2E1,0.92,Aliphatic hydroxylation of methyl carbon adjacent to aromatic ring,0
DEET,CCN(CC)C(=O)C1=CC=CC(C)=C1,,"N,N-diethyl-m-hydroxymethylbenzamide",CCN(CC)C(=O)C1=CC=CC(CO)=C1,,CYP1A2; CYP2B6; CYP2D6; CYP2E1,0.87,Aliphatic hydroxylation of methyl carbon adjacent to aromatic ring,0
DEET,CCN(CC)C(=O)C1=CC=CC(C)=C1,,,CCN(CCO)C(=O)C1=CC=CC(C)=C1,,CYP2A6; CYP2C19; CYP3A4; CYP3A5,0.88,Hydroxylation of terminal methyl,0
"dibenzo(a,h)anthracene",C1=CC=C2C(=C1)C=CC1=CC3=C(C=CC4=CC=CC=C43)C=C12,,"dibenzo(a,h)anthracene 1,2-epoxide",C1=CC2OC2C2=C1C=CC1=CC3=C(C=CC4=CC=CC=C43)C=C21,,CYP1A1; CYP1A2,0.08,ARENE_EPOXIDATION,0
"dibenzo(a,h)anthracene",C1=CC=C2C(=C1)C=CC1=CC3=C(C=CC4=CC=CC=C43)C=C12,,"dibenzo(a,h)anthracene 3,4-epoxide",C1=CC2=CC=C3C=C4C5=C(C=CC4=CC3=C2CC1)C1OC1C=C5,,CYP1A2 (major); CYP2B6 (minor); CYP2C9 (major),0.08,ARENE_EPOXIDATION,0
Alvameline,CCN1N=NC(C2=CCCN(C)C2)=N1,,,CCN1N=NC(C2=CCCNC2)=N1,,CYP1A2;CYP2A6;CYP2C19;CYP3A4,0.92,N-demethylation,0
Alvameline,CCN1N=NC(C2=CCCN(C)C2)=N1,,,CCN1N=NC(C2=CCC[N+](C)([O-])C2)=N1,,CYP1A2;CYP2C19,0.84,N-Oxidation,0
Alvameline,CCN1N=NC(C2=CCCN(C)C2)=N1,,,CN1CCC=C(C2=NNN=N2)C1,,CYP2D6,0.67,N-demethylation,0
Alvameline,CCN1N=NC(C2=CCCN(C)C2)=N1,,,CCN1N=NC(C2=CCC=[N+](C)C2)=N1,,CYP1A2;CYP2A6;CYP2C19;CYP3A4,0.7,Hydrogenation,0
O-isopropyl acetaminophen,CC(O)=NC1=CC=C(OC(C)C)C=C1,,Acetaminophen,CC(O)=NC1=CC=C(O)C=C1,,CYP1A2,0.73,O-deethylation,0
O-isopropyl acetaminophen,CC(O)=NC1=CC=C(OC(C)C)C=C1,,,COC1=CC=C(N=CO)C=C1,,CYP1A2,0.7,C-DEALYLATION,0
p-Methoxyacetanilide,COC1=CC=C(N=C(C)O)C=C1,,"p-Methoxyacetanilide, O-demethyl-",CC(O)=NC1=CC=C(O)C=C1,,CYP1A2,0.85,O-aryl dealkylation not adjacent to substituted carbon,0
Terbutryn,CCN=C1N=C(NC(C)(C)C)NC(SC)=N1,,,CCN=C1N=C(NC(C)(C)C)NC(S(C)=O)=N1,,CYP1A2;CYP2B6;CYP3A4,0.83,S-Oxidation,0
Terbutryn,CCN=C1N=C(NC(C)(C)C)NC(SC)=N1,,,CSC1=NC(=NC(C)O)N=C(NC(C)(C)C)N1,,CYP1A2;CYP2B6;CYP3A4,0.91,Aliphatic Hydroxylation,0
Terbutryn,CCN=C1N=C(NC(C)(C)C)NC(SC)=N1,,,CCN=C1N=C(NC(C)(C)CO)NC(SC)=N1,,CYP1A2,0.93,Aliphatic Hydroxylation,0
MNAN,CCCCCN(C)N=O,,,CCCCCN(CO)N=O,,CYP2A6;CYP2E1,0.69,Aliphatic Hydroxylation,0
MNAN,CCCCCN(C)N=O,,,CC(O)CCCN(C)N=O,,CYP2A6;CYP2E1,0.72,Aliphatic Hydroxylation,0
NDPA,CCCN(CCC)N=O,,Alpha-OH NDPA,CCCN(N=O)C(O)CC,,CYP2A6;CYP2B6;CYP2C8;CYP2C9;CYP2D6;CYP2E1;CYP3A4,0.47,Aliphatic Hydroxylation,0
NDPA,CCCN(CCC)N=O,,Dipropylimine,CCCNCCC,,CYP2E1;CYP3A4,0.37,Aliphatic Hydroxylation,0
NPYR,O=NN1CCCC1,,,O=NN1CCCC1O,,CYP2A6;CYP2E1,0.46,Aliphatic Hydroxylation,0
RP73401,COC1=CC=C(C(=O)N=C2C(Cl)=CNC=C2Cl)C=C1OC1CCCC1,,,COC1=CC=C(C(=O)N=C2C(Cl)=CNC=C2Cl)C=C1OC1CCC(O)C1,,CYP2B6,0.96,Aliphatic Hydroxylation,0
sulfinpyrazone_sulfide,O=C1C(CCSC2=CC=CC=C2)C(=O)N(C2=CC=CC=C2)N1C1=CC=CC=C1,,Sulfinpyrazone,O=C1C(CCS(=O)C2=CC=CC=C2)C(=O)N(C2=CC=CC=C2)N1C1=CC=CC=C1,,CYP2C9;CYP3A4,0.93,S-Oxidation,0
sulfinpyrazone_sulfide,O=C1C(CCSC2=CC=CC=C2)C(=O)N(C2=CC=CC=C2)N1C1=CC=CC=C1,,,O=C1C(CCS(=O)C2=CC=CC=C2)C(=O)N(C2=CC=C(O)C=C2)N1C1=CC=CC=C1,,CYP2C9;CYP3A4,0.89,Aromatic Hydroxylation,0
sulfinpyrazone_sulfide,O=C1C(CCSC2=CC=CC=C2)C(=O)N(C2=CC=CC=C2)N1C1=CC=CC=C1,,,O=C1C(CCS(=O)C2=CC=C(O)C=C2)C(=O)N(C2=CC=CC=C2)N1C1=CC=CC=C1,,CYP2C9;CYP3A4,0.9,Aromatic Hydroxylation,0
Proguanil,CC(C)NC(=N)NC(=N)NC1=CC=C(Cl)C=C1,,Cycloguanil,CC1(C)NC(=N)NC(=N)N1C1=CC=C(Cl)C=C1,,CYP1A2; CYP2C19; CYP2D6; CYP3A4; CYP2C9 (minor),0.51,Formation of cycloguanide,0
Proguanil,CC(C)NC(=N)NC(=N)NC1=CC=C(Cl)C=C1,,4-Chlorophenylbiguanide,N=C(N)NC(=N)NC1=CC=C(Cl)C=C1,,CYP2C19,0.79,N-deisopropylation,0
4_nitro_phenol,O=[N+]([O-])C1=CC=C(O)C=C1,,4-nitrocatechol (4NC) ,O=[N+]([O-])C1=CC=C(O)C(O)=C1,,CYP2E1,0.66,Aromatic Hydroxylation,0
Furametpyr,CC1=NN(C)C(Cl)=C1C(O)=NC1=CC=CC2=C1C(C)OC2(C)C,,,CC1=C(C(O)=NC2=CC=CC3=C2C(C)OC3(C)C)C(Cl)=NN1,,CYP1A1;CYP1A2;CYP2C19;CYP3A4,0.91,N-Demethylation ,0
Bioresmethrin,CC(C)=CC1C(C(=O)OCC2=COC(CC3=CC=CC=C3)=C2)C1(C)C,,BFA,OCC1=COC(CC2=CC=CC=C2)=C1,,CYP2C8;CYP2C9;CYP2C19;CYP3A4,0.46,Oxidation,0
TRANS-PERMETHRIN,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCC1=CC=CC(OC2=CC=CC=C2)=C1,,(3-Phenoxyphenyl)methanol,OCC1=CC=CC(OC2=CC=CC=C2)=C1,,CYP2C8;CYP2C9;CYP2C19;CYP3A4,0.36,Oxidation,0
LOSIGAMONE,COC1=CC(=O)OC1C(O)C1=CC=CC=C1Cl,,,COC1=CC(=O)OC1C(O)C1=CC=C(O)C=C1Cl,,CYP2A6,0.93,Aromatic Hydroxylation,0
LOSIGAMONE,COC1=CC(=O)OC1C(O)C1=CC=CC=C1Cl,,,COC1=CC(=O)OC1C(O)C1=CC(O)=CC=C1Cl,,CYP2A6,0.91,Aromatic Hydroxylation,0
Promethazine,CC(CN1C2=CC=CC=C2SC2=CC=CC=C21)N(C)C,,,CC(CN1C2=CC=CC=C2S(=O)C2=CC=CC=C21)N(C)C,,CYP2D6,0.83,S-Oxidation,0
Promethazine,CC(CN1C2=CC=CC=C2SC2=CC=CC=C21)N(C)C,,,CNC(C)CN1C2=CC=CC=C2SC2=CC=CC=C21,,CYP2D6,0.97,N-Demethylation,0
demethylmetalaxyl,COC(=O)C(C)N(C(=O)CO)C1=C(C)C=CC=C1C,,,CC1=CC=CC(C)=C1N(C(=O)CO)C(C)C(=O)O,,CYP2B6;CYP3A4,0.91,O-Demethylation,0
L-775606,FC1=CC=CC(CCN2CCN(CCCC3=CNC4=CC=C(N5C=NN=C5)C=C34)CC2)=C1,,,OC(CN1CCN(CCCC2=CNC3=CC=C(N4C=NN=C4)C=C23)CC1)C1=CC=CC(F)=C1,,CYP3A4;CYP2C8,0.92,Aliphatic Hydroxylation,0
L-775606,FC1=CC=CC(CCN2CCN(CCCC3=CNC4=CC=C(N5C=NN=C5)C=C34)CC2)=C1,,,C1=CC2=C(C=C1N1C=NN=C1)C(CCCN1CCNCC1)=CN2,,CYP3A4;CYP2C8,0.87,N-Dealkylation,0
Deltamethrin,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1,,4'-OH-deltamethrin,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)C1=CC=CC(OC2=CC=C(O)C=C2)=C1,,CYP2C8; CYP2C19; CYP3A4; CYP3A5,0.99,p-Hydroxylation of monosubstituted benzene,0
(1S)-trans-Cyfluthrin,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=C(F)C(OC2=CC=CC=C2)=C1,,,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=C(F)C(OC2=CC=C(O)C=C2)=C1,,CYP1A1;CYP1A2;CYP2C8;CYP2C9;CYP2C19;CYP3A4,0.99,Aromatic Hydroxylation,0
Bexarotene,C=C(C1=CC=C(C(=O)O)C=C1)C1=CC2=C(C=C1C)C(C)(C)CCC2(C)C,,6-hydroxy-bexarotene,C=C(C1=CC=C(C(=O)O)C=C1)C1=CC2=C(C=C1C)C(C)(C)C(O)CC2(C)C,,CYP3A;CYP2C9;CYP2C19,0.8,Aliphatic Hydroxylation,0
Bexarotene,C=C(C1=CC=C(C(=O)O)C=C1)C1=CC2=C(C=C1C)C(C)(C)CCC2(C)C,,7-hydroxy-bexarotene,C=C(C1=CC=C(C(=O)O)C=C1)C1=CC2=C(C=C1C)C(C)(C)CC(O)C2(C)C,,CYP3A;CYP2C9;CYP2C19,0.79,Aliphatic Hydroxylation,0
Bexarotene,C=C(C1=CC=C(C(=O)O)C=C1)C1=CC2=C(C=C1C)C(C)(C)CCC2(C)C,,7-oxo-bexarotene,C=C(C1=CC=C(C(=O)O)C=C1)C1=CC2=C(C=C1C)C(C)(C)C(=O)CC2(C)C,,CYP3A;CYP2C9;CYP2C19,0.81,Aliphatic Hydroxylation,0
Bexarotene,C=C(C1=CC=C(C(=O)O)C=C1)C1=CC2=C(C=C1C)C(C)(C)CCC2(C)C,,7-oxo-bexarotene,C=C(C1=CC=C(C(=O)O)C=C1)C1=CC2=C(C=C1C)C(C)(C)CC(=O)C2(C)C,,CYP3A;CYP2C9;CYP2C19,0.81,Aliphatic Hydroxylation,0
Dolasetron,O=C(OC1CC2CC3CC(C1)N2CC3=O)C1=CNC2=CC=CC=C12,,Reduced dolasetron,O=C(OC1CC2CC3CC(C1)N2CC3O)C1=CNC2=CC=CC=C12,,CYP2D6;CYP3A4,0.87,Hydrogenation;Reduction,0
Halothane ,FC(F)(F)C(Cl)Br,,Trifluoroacetyl chloride,O=C(Cl)C(F)(F)F,,CYP2E1; CYP2A6,0.38,Oxidation of halotrifluoroethane,0
Halothane ,FC(F)(F)C(Cl)Br,,chlorotrifluoroethane,FC(F)(F)CCl,,CYP2A6; CYP3A4,0.55,Reduction of halotrifluoroethane,0
delta-9-Tetrahydrocannabinol,CCCCCC1=CC(O)=C2C(=C1)OC(C)(C)C1CCC(C)=CC21,,11-OH-delata-Tetrahydrocannabinol,CCCCCC1=CC(O)=C2C(=C1)OC(C)(C)C1CCC(CO)=CC21,,CYP2C9; CYP2C19; CYP3A4,0.97,Hydroxlation of methyl carbon adjacent to an aliphatic ring,0
delta-9-Tetrahydrocannabinol,CCCCCC1=CC(O)=C2C(=C1)OC(C)(C)C1CCC(C)=CC21,,7-OH-delta-9-Tetrahydrocannabinol,CCCCCC1=CC(O)=C2C(=C1)OC(C)(C)C1C(O)CC(C)=CC21,,CYP3A4,0.92,Hydroxylation of alicyclic secondary carbon,0
delta-9-Tetrahydrocannabinol,CCCCCC1=CC(O)=C2C(=C1)OC(C)(C)C1CCC(C)=CC21,,8-OH-delta-9-Tetrahydrocannabinol,CCCCCC1=CC(O)=C2C(=C1)OC(C)(C)C1CC(O)C(C)=CC21,,CYP3A4,0.91,Hydroxylation of alicyclic secondary carbon,0
S-Bioallethrin,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,,,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)CO)C2(C)C)CC1=O,,CYP2C9;CYP2C19;CYP3A4,0.99,Aliphatic Hydroxylation,0
Rupatadine,CC1=CN=CC(CN2CCC(=C3C4=CC=C(Cl)C=C4CCC4=CC=CN=C34)CC2)=C1,,,ClC1=CC=C2C(=C3CCNCC3)C3=NC=CC=C3CCC2=C1,,CYP3A4,0.9,N-Dealkylation,0
RL-3142,CN(C)C1=CC=C(C=CC(=O)C2=CC=C(N3C=CN=C3)C=C2)C=C1,,,CNC1=CC=C(C=CC(=O)C2=CC=C(N3C=CN=C3)C=C2)C=C1,,CYP3A,0.96,N-Dementhylation,0
zafirlukast,COC1=CC(C(O)=NS(=O)(=O)C2=CC=CC=C2C)=CC=C1CC1=CN(C)C2=CC=C(N=C(O)OC3CCCC3)C=C12,,cyclopentyl NÃ¢â‚¬Â[1Ã¢â‚¬Â(hydroxymethyl)Ã¢â‚¬Â3Ã¢â‚¬Â({2Ã¢â‚¬ÂmethoxyÃ¢â‚¬Â4Ã¢â‚¬Â[(2Ã¢â‚¬Âmethylbenzenesulfonyl)carbamoyl]phenyl}methyl)indolÃ¢â‚¬Â5Ã¢â‚¬Âyl]carbamate,COC1=CC(C(O)=NS(=O)(=O)C2=CC=CC=C2C)=CC=C1CC1=CN(CO)C2=CC=C(N=C(O)OC3CCCC3)C=C12,,CYP2C9; CYP3A4,0.98,Aliphatic hydroxylation of methyl carbon adjacent to aromatic ring,0
