parent_name,parent_smiles,metabolite_name,metabolite_smiles,enzymes,reaction_type,fingerprint_similarity
5-Hydroxyflavone,O=C1C=C(C2=CC=CC=C2)OC2=CC=CC(O)=C12,,O=C(O)C1OC(OC2=CC=CC3=C2C(=O)C=C(C2=CC=CC=C2)O3)C(O)C(O)C1O,UGT1A9,Aromatic -OH glucuronidation,0.55
Oroxylin A,COC1=C(O)C=C2OC(C3=CC=CC=C3)=CC(=O)C2=C1O,,COC1=C(OC2OC(C(=O)O)C(O)C(O)C2O)C=C2OC(C3=CC=CC=C3)=CC(=O)C2=C1O,UGT1A9,Aromatic -OH glucuronidation,0.63
ketotifen,CN1CCC(=C2C3=CC=CC=C3CC(=O)C3=C2C=CS3)CC1,,C[N+]1(C2OC(C(=O)O)C(O)C(O)C2O)CCC(=C2C3=CC=CC=C3CC(=O)C3=C2C=CS3)CC1,UGT,N-glucuronidation,0.73
7-ethyl-10-hydroxycamptothecin,CCC1=C2CN3C(=CC4=C(COC(=O)C4(O)CC)C3=O)C2=NC2=CC=C(O)C=C12,,CCC1=C2CN3C(=CC4=C(COC(=O)C4(O)CC)C3=O)C2=NC2=CC=C(OC3OC(C(=O)O)C(O)C(O)C3O)C=C12,UGT1A9,Aromatic -OH glucuronidation,0.93
Fenretinide,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)NC1=CC=C(O)C=C1,,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)NC1=CC=C(OC2OC(C(=O)O)C(O)C(O)C2O)C=C1,UGT,Aromatic -OH glucuronidation,0.48
Fenretinide,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)NC1=CC=C(O)C=C1,,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)NC1=CC=C(OC2OC(C(=O)O)C(O)C(O)C2O)C=C1,UGT,4-OH sulfonation of phenolic compound,0.48
"3-Hydroxy-6-methyl-3p,4p-methylenedioxyflavone",CC1=CC=C2OC(C3=CC=C4OCOC4=C3)=C(O)C(=O)C2=C1,,CC1=CC=C2OC(C3=CC=C4OCOC4=C3)=C(OC3OC(C(=O)O)C(O)C(O)C3O)C(=O)C2=C1,UGT1A9,Aromatic -OH glucuronidation,0.66
6-Hydroxymelatonin,COC1=CC2=C(C=C1O)NC=C2CCN=C(C)O,,COC1=CC2=C(C=C1OC1OC(C(=O)O)C(O)C(O)C1O)NC=C2CCN=C(C)O,UGT,Aromatic -OH glucuronidation,0.57
Sinapinic acid,COC1=CC(C=CC(=O)O)=CC(OC)=C1O,,COC1=CC(C=CC(=O)OC2OC(C(=O)O)C(O)C(O)C2O)=CC(OC)=C1O,UGT,O-glucuronidation,0.4
Tolmetin,CC1=CC=C(C(=O)C2=CC=C(CC(=O)O)N2C)C=C1,,CC1=CC=C(C(=O)C2=CC=C(CC(=O)OC3OC(C(=O)O)C(O)C(O)C3O)N2C)C=C1,UGT,O-glucuronidation of aliphatic acid,0.64
Licofelone M2,CC1(C)CC2=C(C3=CC=CC=C3)C(C3=CC=C(Cl)C(O)=C3)=C(CC(=O)O)N2C1,,CC1(C)CC2=C(C3=CC=CC=C3)C(C3=CC=C(Cl)C(O)=C3)=C(CC(=O)OC3OC(C(=O)O)C(O)C(O)C3O)N2C1,UGT,O-glucuronidation of aliphatic acid,0.8
O-methoxycatechol,COOC1=CC=CC=C1O,,COC1=CC=CC=C1OS(=O)(=O)O,SULT,Aromatic -OH glucuronidation,0.2
phenethyl isothiocyanate,S=C=NCCC1=CC=CC=C1,,NC(CCC(O)=NC(CSC([S])=NCCC1=CC=CC=C1)C(O)=NCC(=O)O)C(=O)O,GST,GSH-conjugation,0.17
6-hydroxymethylbenzo[a]pyrene,OCC1=C2C=CC=CC2=C2C=CC3=CC=CC4=CC=C1C2=C43,,O=S(=O)(O)OCC1=C2C=CC=CC2=C2C=CC3=CC=CC4=CC=C1C2=C43,SULT1B1; SULT1C3,O-sulfonation,0.64
Lonidamine,O=C(O)C1=NN(CC2=CC=C(Cl)C=C2Cl)C2=CC=CC=C12,,O=C(OC1OC(C(=O)O)C(O)C(O)C1O)C1=NN(CC2=CC=C(Cl)C=C2Cl)C2=CC=CC=C12,UGT,O-glucuronidation,0.67
"2,2‐dichloro‐2‐fluoroethanol",OCC(F)(Cl)Cl,,O=C(O)C1OC(OCC(F)(Cl)Cl)C(O)C(O)C1O,UGT,O-glucuronidation,0.06
Geraniol,CC(C)=CCCC(C)=CCO,,CC(C)=CCCC(C)=CCOS(=O)(=O)O,GST,GSH-conjugation,0.51
Buprenorphine,COC12CCC3(CC1C(C)(O)C(C)(C)C)C1CC4=CC=C(O)C5=C4C3(CCN1CC1CC1)C2O5,Buprenorphine glucuronide,COC12CCC3(CC1C(C)(O)C(C)(C)C)C1CC4=CC=C(OC5OC(C(=O)O)C(O)C(O)C5O)C5=C4C3(CCN1CC1CC1)C2O5,UGT,O-glucuronidation,0.91
Nateglinide,CC(C)C1CCC(C(O)=NC(CC2=CC=CC=C2)C(=O)O)CC1,,CC(C)C1CCC(C(O)=NC(CC2=CC=CC=C2)C(=O)OC2OC(C(=O)O)C(O)C(O)C2O)CC1,UGT,O-glucuronidation,0.49
trans-isoeugenol,CC=CC1=CC=C(O)C(OC)=C1,,CC=CC1=CC=C(OC2OC(C(=O)O)C(O)C(O)C2O)C(OC)=C1,UGT,O-glucuronidation,0.29
Clofibric acid,CC(C)(OC1=CC=C(Cl)C=C1)C(=O)O,,CC(C)(OC1=CC=C(Cl)C=C1)C(=O)OC1OC(C(=O)O)C(O)C(O)C1O,UGT,O-glucuronidation,0.32
N-Hydroxymexiletine,CC1=CC=CC(C)=C1OCC(C)NO,,CC1=CC=CC(C)=C1OCC(C)NOC1OC(C(=O)O)C(O)C(O)C1O,UGT,O-glucuronidation,0.33
Dehydroisoandrosterone,CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,,CC12CCC3C(CC=C4CC(OC5OC(C(=O)O)C(O)C(O)C5O)CCC43C)C1CCC2=O,UGT,O-glucuronidation,0.5
4-hydroxymethyl ambrisentan,COC(C1=CC=CC=C1)(C1=CC=CC=C1)C(OC1=NC(C)=CC(CO)=N1)C(=O)O,,COC(C1=CC=CC=C1)(C1=CC=CC=C1)C(OC1=NC(C)=CC(CO)=N1)C(=O)OC1OC(C(=O)O)C(O)C(O)C1O,UGT,O-glucuronidation,0.74
4-Methoxyphenol,COC1=CC=C(O)C=C1,,COC1=CC=C(OC2OC(C(=O)O)C(O)C(O)C2O)C=C1,UGT1A9,O-glucuronidation,0.11
N-OH-ABA,O=C1C2=CC=CC=C2C2=C3C1=CC=CC3=C(NO)C=C2,,O=C1C2=CC=CC=C2C2=C3C1=CC=CC3=C(NOS(=O)(=O)O)C=C2,"SULT1A1, SULT1A2",O-sulfonation,0.93
"3,5-Dihydroxyflavone",O=C1C(O)=C(C2=CC=CC=C2)OC2=CC=CC(O)=C12,,O=C(O)C1OC(OC2=C(C3=CC=CC=C3)OC3=CC=CC(O)=C3C2=O)C(O)C(O)C1O,UGT1A9,O-glucuronidation,0.6
"2-amino-6- methyldipyrido[1,2-a:3p,2p-d]- imidazole (Glu-P-1)",CC1=CC=CN2C1=NC1=C2NC(=N)C=C1,,CC(O)=NC1=CC=C2N=C3C(C)=CC=CN3C2=N1,"NAT1,NAT2",N-acetylation,0.64
Thalifendine,COC1=CC=C2C=C3C4=CC5=C(C=C4CC[NH+]3C=C2C1=O)OCO5,,COC1=CC=C2C=C3C4=CC5=C(C=C4CC[N+]3=CC2=C1OC1OC(C(=O)O)C(O)C(O)C1O)OCO5,UGT,O-glucuronidation,0.53
1-iodoethane,CCI,ethylglutathione,CCSCC(N=C(O)CCC(N)C(=O)O)C(O)=NCC(=O)O,GST,GSH-conjugation,0.01
Dihydroferulic acid,COC1=CC(CCC(=O)O)=CC=C1O,,COC1=CC(CCC(=O)O)=CC=C1OS(=O)(=O)O,SULT,O-sulfonation,0.64
4-Propoxyphenol,CCCOC1=CC=C(O)C=C1,,CCCOC1=CC=C(OC2OC(C(=O)O)C(O)C(O)C2O)C=C1,UGT1A9,Aromatic -OH glucuronidation,0.17
valproic acid,CCCC(CCC)C(=O)O,,CCCC(CCC)C(=O)OC1OC(C(=O)O)C(O)C(O)C1O,UGT,O-glucuronidation of aliphatic acid,0.13
Diclofenac,O=C(O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl,,O=C(CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl)OC1OC(C(=O)O)C(O)C(O)C1O,UGT,O-glucuronidation of aliphatic acid,0.48
Eugenol,C=CCC1=CC=C(O)C(OC)=C1,,C=CCC1=CC=C(OC2OC(C(=O)O)C(O)C(O)C2O)C(OC)=C1,UGT1A9,Aromatic -OH glucuronidation,0.29
3-ethylphenol,CCC1=CC=CC(O)=C1,,CCC1=CC=CC(OS(=O)(=O)O)=C1,SULT,3-OH sulfonation of phenolic compound,0.47
"(R,R)-1-phenylpropylene oxide",CC1OC1C1=CC=CC=C1,,NC(CCC(O)=NC(CSCC1OC1C1=CC=CC=C1)C(O)=NCC(=O)O)C(=O)O,GST,GSH-conjugation of epoxide,0.31
Wogonin,COC1=C(O)C=C(O)C2=C1OC(C1=CC=CC=C1)=CC2=O,,COC1=C(OC2OC(C(=O)O)C(O)C(O)C2O)C=C(O)C2=C1OC(C1=CC=CC=C1)=CC2=O,UGT1A9,O-glucuronidation,0.67
"3,3p,4p-Trihydroxyflavone",O=C1C(O)=C(C2=CC=C(O)C(O)=C2)OC2=CC=CC=C12,,O=C(O)C1OC(OC2=C(C3=CC=C(O)C(O)=C3)OC3=CC=CC=C3C2=O)C(O)C(O)C1O,UGT1A9,O-glucuronidation,0.59
fenchone metabo4,CC12CC(O)C(C1)C(C)(C)C2=O,,CC12CC(OC3OC(C(=O)O)C(O)C(O)C3O)C(C1)C(C)(C)C2=O,UGT,O-glucuronidation,0.41
Sorafenib,CNC(=O)C1=CC(OC2=CC=C(NC(O)=NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,,CNC(=O)C1=CC(OC2=CC=C(NC(=O)N(C3=CC=C(Cl)C(C(F)(F)F)=C3)C3OC(C(=O)O)C(O)C(O)C3O)C=C2)=CC=N1,UGT,O-glucuronidation,0.51
4-Iodophenol,OC1=CC=C(I)C=C1,,O=C(O)C1OC(OC2=CC=C(I)C=C2)C(O)C(O)C1O,UGT1A9,O-glucuronidation,0.1
4-Hydroxyacetophenone,CC(=O)C1=CC=C(O)C=C1,,CC(=O)C1=CC=C(OC2OC(C(=O)O)C(O)C(O)C2O)C=C1,UGT1A9,O-glucuronidation,0.2
Triclosan,OC1=CC(Cl)=CC=C1OC1=CC=C(Cl)C=C1Cl,,O=C(O)C1OC(OC2=CC(Cl)=CC=C2OC2=CC=C(Cl)C=C2Cl)C(O)C(O)C1O,UGT,O-glucuronidation,0.32
Triclosan,OC1=CC(Cl)=CC=C1OC1=CC=C(Cl)C=C1Cl,,O=S(=O)(O)OC1=CC(Cl)=CC=C1OC1=CC=C(Cl)C=C1Cl,SULT,Aromatic -OH glucuronidation,0.62
Combretastatin A4,COC1=CC=C(C=CC2=CC(OC)=C(OC)C(OC)=C2)C=C1O,,COC1=CC=C(C=CC2=CC(OC)=C(OC)C(OC)=C2)C=C1OC1OC(C(=O)O)C(O)C(O)C1O,UGT1A9,O-glucuronidation,0.34
Ascorbic acid,O=C1OC(C(O)CO)C(O)=C1O,,O=C1OC(C(O)CO)C(O)=C1OS(=O)(=O)O,SULT,O-sulfonation,0.65
testosterone,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(OS(=O)(=O)O)CCC12,SULT,O-sulfonation,0.75
2-aminofluorene,NC1=CC=C2C(=C1)CC1=CC=CC=C12,,CC(O)=NC1=CC=C2C(=C1)CC1=CC=CC=C12,NAT,N-acetylation,0.78
Droloxifene,CCC(=C(C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC(O)=C1)C1=CC=CC=C1,,CCC(=C(C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC(OC2OC(C(=O)O)C(O)C(O)C2O)=C1)C1=CC=CC=C1,UGT,O-glucuronidation,0.54
Berberrubine,COC1=C(O)C=CC2=CC3=[N+](C=C12)CCC1=CC2=C(C=C13)OCO2,,COC1=C(OC2OC(C(=O)O)C(O)C(O)C2O)C=CC2=CC3=[N+](C=C12)CCC1=CC2=C(C=C13)OCO2,UGT,O-glucuronidation,0.79
7-Hydroxy-3-methylflavone,CC1=C(C2=CC=CC=C2)OC2=CC(O)=CC=C2C1=O,,CC1=C(C2=CC=CC=C2)OC2=CC(OC3OC(C(=O)O)C(O)C(O)C3O)=CC=C2C1=O,UGT1A9,O-glucuronidation,0.64
4-aminoveratrole,COC1=CC=C(N)C=C1OC,,COC1=CC=C(N=C(C)O)C=C1OC,NAT,N-acetylation,0.62
phentolamine,CC1=CC=C(N(CC2=NCCN2)C2=CC=CC(O)=C2)C=C1,,CC1=CC=C(N(CC2=NCCN2)C2=CC=CC(OS(=O)(=O)O)=C2)C=C1,SULT1A3; SULT1A5,O-sulfonation,0.79
Resacetophenone,CC(=O)C1=CC=C(O)C=C1O,,CC(=O)C1=CC=C(O)C=C1OS(=O)(=O)O,SULT,O-sulfonation,0.52
Epinephrine,CNCC(O)C1=CC=C(O)C(O)=C1,,CNCC(O)C1=CC=C(OS(=O)(=O)O)C(O)=C1,SULT,O-sulfonation,0.66
Diallyl disulfide,C=CCSSCC=C,,C=CCSSCC=CSCC(N=C(O)CCC(N)C(=O)O)C(O)=NCC(=O)O,GST,GSH-conjugation,0.06
"10-hydroxy-7,8,9,10-tetrahydrobenzo[a]pyrene",OC1CCCC2=CC3=CC=C4C=CC=C5C=CC(=C21)C3=C45,,O=S(=O)(O)OC1CCCC2=CC3=CC=C4C=CC=C5C=CC(=C21)C3=C45,SULT1E1,O-sulfonation,0.68
trovafloxacin,NC1C2CN(C3=NC4=C(C=C3F)C(=O)C(C(=O)O)=CN4C3=CC=C(F)C=C3F)CC12,,NC1C2CN(C3=NC4=C(C=C3F)C(=O)C(C(=O)OC3OC(C(=O)O)C(O)C(O)C3O)=CN4C3=CC=C(F)C=C3F)CC12,UGT,O-glucuronidation,0.86
2-hydroxymethylpyrene,OCC1=CC2=CC=C3C=CC=C4C=CC(=C1)C2=C34,,O=S(=O)(O)OCC1=CC2=CC=C3C=CC=C4C=CC(=C1)C2=C34,SULT2A1,O-sulfonation,0.61
alpha-methyl benzyl alcohol,CC(O)C1=CC=CC=C1,,CC(OC1OC(C(=O)O)C(O)C(O)C1O)C1=CC=CC=C1,UGT,O-glucuronidation,0.15
Propofol,CC(C)C1=CC=CC(C(C)C)=C1O,,CC(C)C1=CC=CC(C(C)C)=C1OC1OC(C(=O)O)C(O)C(O)C1O,"UGT1A8, UGT1A9",O-glucuronidation,0.25
Kaempferol,O=C1C(O)=C(C2=CC=C(O)C=C2)OC2=CC(O)=CC(O)=C12,,O=C(O)C1OC(OC2=CC(O)=C3C(=O)C(O)=C(C4=CC=C(O)C=C4)OC3=C2)C(O)C(O)C1O,UGT1A9,O-glucuronidation,0.66
Kaempferol,O=C1C(O)=C(C2=CC=C(O)C=C2)OC2=CC(O)=CC(O)=C12,,O=C(O)C1OC(OC2=C(C3=CC=C(O)C=C3)OC3=CC(O)=CC(O)=C3C2=O)C(O)C(O)C1O,UGT1A9,O-glucuronidation,0.62
2-ethylaniline,CCC1=CC=CC=C1N,,CCC1=CC=CC=C1N=C(C)O,NAT,N-acetylation,0.47
"N-hydroxy-2-amino-6-methyldipyrido[1,2-a:3p,2p-d]-imidazole",CC1=CC=CN2C1=NC1=CC=C(NO)N=C12,,CC1=CC=CN2C1=NC1=CC=C(NOS(=O)(=O)O)N=C12,SULT1A1,O-sulfonation,0.88
4-nonylphenol,CCCCCCCCCC1=CC=C(O)C=C1,,CCCCCCCCCC1=CC=C(OS(=O)(=O)O)C=C1,SULT1C1; SULT1C2,O-sulfonation,0.59
Tizanidine M6,OC1=CC(Cl)=C(NC2=NCCN2)C2=NSN=C12,,O=C(O)C1OC(OC2=CC(Cl)=C(NC3=NCCN3)C3=NSN=C23)C(O)C(O)C1O,UGT,O-glucuronidation,0.67
Tizanidine M6,OC1=CC(Cl)=C(NC2=NCCN2)C2=NSN=C12,,O=S(=O)(O)OC1=CC(Cl)=C(NC2=NCCN2)C2=NSN=C12,SULT,O-sulfonation,0.85
Dezocine,CC12CCCCCC(CC3=CC=C(O)C=C31)C2N,,CC12CCCCCC(CC3=CC=C(OC4OC(C(=O)O)C(O)C(O)C4O)C=C31)C2N,UGT,O-glucuronidation,0.59
Dulcin,CCOC1=CC=C(NC(=N)O)C=C1,,CCOC1=CC=C(NC(O)=NC2OC(C(=O)O)C(O)C(O)C2O)C=C1,UGT1A9,O-glucuronidation,0.26
S-2-[4-(3-methyl-2-thienyl)phenyl]propionic acid,CC1=C(C2=CC=C(C(C)C(=O)O)C=C2)SC=C1,,CC1=C(C2=CC=C(C(C)C(=O)OC3OC(C(=O)O)C(O)C(O)C3O)C=C2)SC=C1,UGT,O-glucuronidation,0.5
S-2-[4-(3-methyl-2-thienyl)phenyl]propionic acid,CC1=C(C2=CC=C(C(C)C(=O)O)C=C2)SC=C1,,CC1=C(C2=CC=C(C(C)C(=O)ONCCS(=O)(=O)O)C=C2)SC=C1,TAU,Taurine conjugation of aliphatic acid,0.76
Jaceidin,COC1=CC(C2=C(OC)C(=O)C3=C(O)C(OC)=C(O)C=C3O2)=CC=C1O,,COC1=CC(C2=C(OC)C(=O)C3=C(O)C(OC)=C(O)C=C3O2)=CC=C1OC1OC(C(=O)O)C(O)C(O)C1O,UGT,O-glucuronidation,0.76
menthol,CC1CCC(C(C)C)C(O)C1,,CC1CCC(C(C)C)C(OC2OC(C(=O)O)C(O)C(O)C2O)C1,UGT,O-glucuronidation,0.19
"5,6-O-DiDesmethyl Donepezil",O=C1C2=CC(O)=C(O)C=C2CC1CC1CCN(CC2=CC=CC=C2)CC1,,O=C1C2=CC(OC3OC(C(=O)O)C(O)C(O)C3O)=C(O)C=C2CC1CC1CCN(CC2=CC=CC=C2)CC1,UGT,O-glucuronidation,0.57
"5,6-O-DiDesmethyl Donepezil",O=C1C2=CC(O)=C(O)C=C2CC1CC1CCN(CC2=CC=CC=C2)CC1,,O=C1C2=CC(O)=C(OC3OC(C(=O)O)C(O)C(O)C3O)C=C2CC1CC1CCN(CC2=CC=CC=C2)CC1,UGT,O-glucuronidation,0.57
"3,6,4p-Trihydroxyflavone",O=C1C(O)=C(C2=CC=C(O)C=C2)OC2=CC=C(O)C=C12,,O=C(O)C1OC(OC2=C(C3=CC=C(O)C=C3)OC3=CC=C(O)C=C3C2=O)C(O)C(O)C1O,UGT1A9,O-glucuronidation,0.57
4p-Carboxylumiracoxib,CC1=CC=C(NC2=C(F)C=C(O)C=C2Cl)C(CC(=O)O)=C1,,CC1=CC=C(NC2=C(F)C=C(O)C=C2Cl)C(CC(=O)OC2OC(C(=O)O)C(O)C(O)C2O)=C1,UGT,O-glucuronidation,0.62
Norbuprenorphine,COC12CCC3(CC1C(C)(O)C(C)(C)C)C1CC4=CC=C(O)C5=C4C3(CCN1)C2O5,,COC12CCC3(CC1C(C)(O)C(C)(C)C)C1CC4=CC=C(OC5OC(C(=O)O)C(O)C(O)C5O)C5=C4C3(CCN1)C2O5,UGT,O-glucuronidation,0.91
O-Desmethylvenlafaxine,NCC(C1=CC=C(O)C=C1)C1(O)CCCCC1,,NCC(C1=CC=C(OC2OC(C(=O)O)C(O)C(O)C2O)C=C1)C1(O)CCCCC1,UGT,O-glucuronidation,0.49
"2,8-Dihydroxyquinoline",OC1=CC=C2C=CC=C(O)C2=N1,,O=C(O)C1OC(OC2=CC=C3C=CC=C(O)C3=N2)C(O)C(O)C1O,UGT,O-glucuronidation,0.34
Hydroxyfarnesol,CC(=CCCC(C)=CCCC(C)=CCO)CO,,CC(=CCO)CCC=C(C)CCC=C(C)COC1OC(C(=O)O)C(O)C(O)C1O,UGT,O-glucuronidation,0.15
Dihydromorphine,CN1CCC23C4=C5C=CC(O)=C4OC2C(O)CCC3C1C5,,CN1CCC23C4=C5C=CC(OC6OC(C(=O)O)C(O)C(O)C6O)=C4OC2C(O)CCC3C1C5,UGT,O-glucuronidation,0.87
Ketoprofen,CC(C(=O)O)C1=CC=CC(C(=O)C2=CC=CC=C2)=C1,,CC(C(=O)OC1OC(C(=O)O)C(O)C(O)C1O)C1=CC=CC(C(=O)C2=CC=CC=C2)=C1,UGT,O-glucuronidation,0.43
1-iodopropane,CCCI,propyl-glutathione,CCCSCC(N=C(O)CCC(N)C(=O)O)C(O)=NCC(=O)O,GST,O-glucuronidation,0.01
7-hydroxy-12-methylbenz[a]anthracene,CC1=C2C=CC=CC2=C(O)C2=CC=C3C=CC=CC3=C12,,CC1=C2C=CC=CC2=C(OS(=O)(=O)O)C2=CC=C3C=CC=CC3=C12,SULT2A1,O-sulfonation,0.59
Lasofoxifene,OC1=CC=C2C(=C1)CCC(C1=CC=CC=C1)C2C1=CC=C(OCCN2CCCC2)C=C1,,O=C(O)C1OC(OC2=CC=C3C(=C2)CCC(C2=CC=CC=C2)C3C2=CC=C(OCCN3CCCC3)C=C2)C(O)C(O)C1O,UGT,O-glucuronidation,0.64
1-iodo-3-phenylpropane,ICCCC1=CC=CC=C1,3-phenylpropyl-glutathione,NC(CCC(O)=NC(CSCCCC1=CC=CC=C1)C(O)=NCC(=O)O)C(=O)O,GST,GSH-conjugation,0.16
4p-OH-aceclofenac,O=C(O)COC(=O)CC1=CC=CC=C1NC1=C(Cl)C=C(O)C=C1Cl,,O=C(O)COC(=O)CC1=CC=CC=C1NC1=C(Cl)C=C(OC2OC(C(=O)O)C(O)C(O)C2O)C=C1Cl,UGT,O-glucuronidation,0.56
4p-OH-aceclofenac,O=C(O)COC(=O)CC1=CC=CC=C1NC1=C(Cl)C=C(O)C=C1Cl,,O=C(O)COC(=O)CC1=CC=CC=C1NC1=C(Cl)C=C(OS(=O)(=O)O)C=C1Cl,SULT,O-sulfonation,0.84
"4-Hydroxy-5-(3p,5p-dihydroxyphenyl)-valeric acid",O=C(O)CCC(O)CC1=CC(O)=CC(O)=C1,,O=C(CCC(O)CC1=CC(O)=CC(O)=C1)OCOC1OC(C(O)O)C(O)C(O)C1O,UGT,O-glucuronidation,0.46
1-iodobutane,CCCCI,butyl-glutathione,CCCCSCC(N=C(O)CCC(N)C(=O)O)C(O)=NCC(=O)O,GST,GSH-conjugation,0.02
4-hydroxyatomoxetine,CNCCC(OC1=CC=C(O)C=C1C)C1=CC=CC=C1,,CNCCC(OC1=CC=C(OC2OC(C(=O)O)C(O)C(O)C2O)C=C1C)C1=CC=CC=C1,UGT,O-glucuronidation,0.49
7-Hydoxy-5-methylflavone,CC1=CC(O)=CC2=C1C(=O)C=C(C1=CC=CC=C1)O2,,CC1=CC(OC2OC(C(=O)O)C(O)C(O)C2O)=CC2=C1C(=O)C=C(C1=CC=CC=C1)O2,UGT1A9,O-glucuronidation,0.62
"6,7,3p-Trihydroxflavone",O=C1C=C(C2=CC=CC(O)=C2)OC2=CC(O)=C(O)C=C12,,O=C(O)C1OC(OC2=CC3=C(C=C2O)C(=O)C=C(C2=CC=CC(O)=C2)O3)C(O)C(O)C1O,UGT1A9,O-glucuronidation,0.59
N-hydroxy-2-acetylaminofluorene,CC(=O)N(O)C1=CC=C2C(=C1)CC1=CC=CC=C12,,CC(=O)N(OC1OC(C(=O)O)C(O)C(O)C1O)C1=CC=C2C(=C1)CC1=CC=CC=C12,"UGT1A4, 1A6",O-glucuronidation,0.51
N-hydroxy-2-acetylaminofluorene,CC(=O)N(O)C1=CC=C2C(=C1)CC1=CC=CC=C12,,CC(=O)N(OS(=O)(=O)O)C1=CC=C2C(=C1)CC1=CC=CC=C12,SULT1A1,O-sulfonation,0.79
7-Hydroxy-alpha-thujone,CC1C(=O)CC2(C(C)(C)O)CC12,,CC1C(=O)CC2(C(C)(C)OC3OC(C(=O)O)C(O)C(O)C3O)CC12,UGT,O-glucuronidation,0.43
Pentaerythritol Dibromide,OCC(CO)(CBr)CBr,,O=C(O)C1OC(OCC(CO)(CBr)CBr)C(O)C(O)C1O,UGT,O-glucuronidation,0.1
"5-(3p,4p-Dihydroxyphenyl)-gamma-valerolactone-4p-O-methyl",COC1=CC=C(CC2CCC(=O)O2)C=C1O,,COC1=CC=C(CC2CCC(=O)O2)C=C1OC1OC(C(=O)O)C(O)C(O)C1O,UGT,O-glucuronidation,0.45
2-Methoxyestrone,COC1=CC2=C(C=C1O)CCC1C2CCC2(C)C(=O)CCC12,,COC1=CC2=C(C=C1OC1OC(O)C(O)C(O)C1O)CCC1C2CCC2(C)C(=O)CCC12,UGT,O-glucuronidation,0.67
Carveol,C=C(C)C1CC=C(C)C(O)C1,,C=C(C)C1CC=C(C)C(OC2OC(C(=O)O)C(O)C(O)C2O)C1,UGT,O-glucuronidation,0.32
7-Hydroxyflavone,O=C1C=C(C2=CC=CC=C2)OC2=CC(O)=CC=C12,,O=C(O)C1OC(OC2=CC=C3C(=O)C=C(C4=CC=CC=C4)OC3=C2)C(O)C(O)C1O,UGT1A9,O-glucuronidation,0.54
Bisphenol A,CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,,CC(C)(C1=CC=C(O)C=C1)C1=CC=C(OC2OC(C(=O)O)C(O)C(O)C2O)C=C1,UGT1A9,O-glucuronidation,0.28
25-Hydroxyvitamin D2,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)(C)O,,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)(C)OC1OC(C(=O)O)C(O)C(O)C1O,UGT,O-glucuronidation,0.5
Edaravone,CC1=NN(C2=CC=CC=C2)C(O)=C1,,CC1=NN(C2=CC=CC=C2)C(OC2OC(C(=O)O)C(O)C(O)C2O)=C1,UGT,O-glucuronidation,0.4
"6,7-Dihydroxyflavone",O=C1C=C(C2=CC=CC=C2)OC2=CC(O)=C(O)C=C12,,O=C(O)C1OC(OC2=CC3=C(C=C2O)C(=O)C=C(C2=CC=CC=C2)O3)C(O)C(O)C1O,UGT1A9,O-glucuronidation,0.57
Flurbiprofen,CC(C(=O)O)C1=CC=C(C2=CC=CC=C2)C(F)=C1,,CC(C(=O)OC1OC(C(=O)O)C(O)C(O)C1O)C1=CC=C(C2=CC=CC=C2)C(F)=C1,"UGT2B7, UGT1A1, UGT1A3, UGT1A9, UGT2B4",O-glucuronidation,0.46
Codeine,COC1=CC=C2CC3C4C=CC(O)C5OC1=C2C45CCN3C,,COC1=CC=C2CC3C4C=CC(OC5OC(C(=O)O)C(O)C(O)C5O)C5OC1=C2C45CCN3C,UGT,O-glucuronidation,0.9
Losartan,CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C2=CC=CC=C2C2=NNN=N2)C=C1,,CCCCC1=[NH+]C(Cl)=C(CO)N1CC1=CC=C(C2=CC=CC=C2C2N=NN(C3OC(C(O)O)C(O)C(O)C3O)N2)C=C1,"UGT1A1, UGT1A3, UGT1A10. UGT2B7, UGT2B17",O-glucuronidation,0.58
N-hydroxy-2-acetylamino-3-methyl-5-phenylpyridine,CC(=O)N(O)C1=NC=C(C2=CC=CC=C2)C=C1C,,CC(=O)N(OC1OC(C(=O)O)C(O)C(O)C1O)C1=NC=C(C2=CC=CC=C2)C=C1C,SULT1A1,O-sulfonation,0.54
